순번,질문제목,제목글자수,제목잘림,작성일,답변수,분류,태그,질문 본문,답변 발췌,답변자,링크,제목 신규어(자동완성에 없음)
255,계약기간 만료로 인한 실업급여,16,N,2026.08.28.,5,고용안정,"실업급여, 계약종료실업급여",,후 실업급여 인정가능 여부와 실업급여가 가능하다면 필요서류 및 과정 문의드립니다 계약기간 만료는 비자발적 이직으로 분류되기 때문에 실업급여 사유 자체는...,퇴근후라이프(gdor****),https://kin.naver.com/qna/detail.naver?dirId=6080401&docId=494935020&answerNo=3&qb=7Iuk7JeF6riJ7Jes,"계약기간, 만료로, 인한"
256,실업 급여 대상이 될까요?,14,N,2026.08.28.,5,고용보험,,,2019년1월~2025년1월까지 근무(자발적퇴사) 1년휴직 2026년에 2개월 단기알바(계약기간만료) 이런경우 실업급여 대상이 될까요? 법꾸라지들이 많이 이용하는 방법입니다.,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494935347&answerNo=4&qb=7Iuk7JeF6riJ7Jes,대상이
257,실업급여 취업 관련,10,N,2026.08.28.,5,고용보험,,실업급여 12월까지 받을수 있습니다. 현재 9월 입사 ~ 12월까지 계약직 하기로 되어있는데 근무후 퇴사 했을시에 실업급여 재신청 9월부터~12월까지 못받았던 실업급여를 12월 계약직 근무 후 다시 신청 할수 있나여? 계약직으로 들어가기로 한 회사에서도 월200 정도의 수준이지만 못받았던 실업급여 연결 된다면 기간 연장의 의미를 부여 하려고 합니다.,"안녕하세요. 소상공인 정책자금 지원을 돕는 전문 컨설팅 업체 '벤처경영연구소 바름'입니다. ""질문에 대한 답변 드리겠습니다“ A : 취업을 하시면 그동안 받던 실업급여는 일단 멈추게 됩니다. 계약직이 끝난 뒤에 남은 실업급여를 이어서 받으려면 '처음 실업급여를 신청한 날로부터 1년 안'이어야 합니다. 1년의 기간이 지나버리면 남아 있는 날짜가 있어도 돈을 받을 수 없습니다. 취....",벤처경영연구소 바름,https://kin.naver.com/qna/detail.naver?answerNo=2&dirId=6080402&docId=494936426&kinsrch_src=pc_tab_kin&qb=7Iuk7JeF6riJ7Jes,
258,계약직+일용직 실업급여 질문좀드립니다,20,N,2026.09.01.,5,고용안정,,,계약직으로 4년근무했고 6월30일까지 일하고 자진퇴사했습니다 9월부터 일용직 천천히90일채울생각입니다 근데 일용직이 계속출근한다는보장이없는데...,,https://kin.naver.com/qna/detail.naver?dirId=6080401&docId=494945632&answerNo=5&qb=7Iuk7JeF6riJ7Jes,질문좀드립니다
259,육아휴직후 퇴사 실업급여,13,N,2026.08.30.,5,고용보험,,,"출산휴가3개월, 육아휴직12개월후, 권고사직으로 퇴사한경우에 실업급여 대상인가요? 18개월이내 피보험 180일되야한다는데 육아휴직동안 고용보험 정지시켰는데도...",미소지기(dsla****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494946900&answerNo=3&qb=7Iuk7JeF6riJ7Jes,육아휴직후
260,실업급여 질문이욤,9,N,2026.08.30.,5,고용보험,"실업급여, 실업급여조건, 실업급여수급자격, 실업, 실업급여금액, 고용, 노동, 퇴직금, 계약만료, 이직확인서",,계약만료시 A회사까지 실업급여 조건으로 넣을 수 있나요? 혹시 9개월까지 근무하고 계약만료 한다치면 그래도 A회사까지 포함해서 넣을 수 있나요? 제가 이런 경우는 잘...,구미행정사(mu****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494951674&answerNo=2&qb=7Iuk7JeF6riJ7Jes,질문이욤
261,실업급여 질문,7,N,2026.08.30.,5,고용보험,,,하시면 실업급여 신청하실 수 없 으며 사업주분 재계약없는 계약기간종료 권고사직 정리해고 회사페업 사유로 비자발적으로 퇴사해야 실업급여 신청하실 수 있습니다...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494954266&answerNo=2&qb=7Iuk7JeF6riJ7Jes,
262,실업급여 받을수 있나요?,13,N,2026.08.30.,5,고용보험,,,말씀드리면 실업급여 조건으로 인정될수도 있나요? 증거는 없습니다.. 증인들은 있고요..ㅠ 증인중 한명은 같이 일하는 제 친언니인데 이런부분일때 가족도 증인으로...,신천옹(cjro****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494955269&answerNo=1&qb=7Iuk7JeF6riJ7Jes,받을수
263,실업급여 대상 여부,10,N,2026.08.30.,5,고용보험,,,저 같은 경우에도 실업급여 대상자인가요..?? 만약에 제가 퇴사하는 시점에 자리가 생겨서 회사에서 제안하고 거절하면 못받는건지도 궁금합니다.(육아휴직자는...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494956089&answerNo=4&qb=7Iuk7JeF6riJ7Jes,
264,상실신고 실업 급여 관련,13,N,2026.08.30.,5,고용보험,,,퇴사 후 실업급여 신청하시려는데 처리가 늦어져서 걱정이 많으시겠어요. 당장 수입이 없으신 상황이라 마음이 더 조급하실 것 같습니다. 회사가 상실 신고를 계속 미룬다면...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494958970&answerNo=3&qb=7Iuk7JeF6riJ7Jes,상실신고
265,"자영업자 고용보험 임신으로 인한 폐업, 실업",24,Y,2026.08.30.,5,고용보험,,,"현재 임신으로 폐업을 생각중인데, 임신으로 폐업을해도 실업급여를 받을 수 있을까요?? 임신한상태로 몸이 안좋아야 받을 수 있는걸까요?? 관련 필요서류같은것들 알려주시면...",,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494960489&answerNo=1&qb=7Iuk7JeF6riJ7Jes,"자영업자, 임신으로, 인한"
266,실업급여 조건,7,N,2026.08.30.,5,고용보험,,,실업급여에 임금체불 조건이 있는데 이게 오버타임 수당도 포함인지 아니면 월급만 포함인건지 궁굼합니다 월급은 늘 들어오면 오버타임은 2달씩 미뤄서 들어오는때가 많아서...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494961339&answerNo=1&qb=7Iuk7JeF6riJ7Jes,
267,실업급여 신청,7,N,2026.08.31.,5,고용보험,,,"안녕하세요 실업급여 신청하고싶은데.. 일단 작년 9월말까지 근무를 했고, 이직권고를 받아서 그만두게 되었습니다 당시 실업급여 신청을 부탁하였으나 회사에서 못해준다...",,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494963402&answerNo=2&qb=7Iuk7JeF6riJ7Jes,
268,실업급여 조건,7,N,2026.08.31.,5,고용보험,,,"아버지는 다니던 회사에서 불이나 실직자이시고, 살던 집도 내놓은 상태에서 저 혼자 거주지를 다른 지역으로 옮긴다고 하면 이런 경우에도 실업급여를 받을 수 있나요? 본인이...",메치니코프(psyg****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494966768&answerNo=1&qb=7Iuk7JeF6riJ7Jes,
269,실업급여 궁금한점,9,Y,2026.09.01.,5,고용보험,실업급여,,이때부터 정해진 재취업활동을 해야 실업급여가 지급됩니다. 따라서 지금은 고용24에서 본인의 ‘실업인정일’과 해야 할 활동이 무엇인지 먼저 확인해 보세요. 안내받은 날짜...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494967449&answerNo=5&qb=7Iuk7JeF6riJ7Jes,궁금한점
270,실업급여와 보험비 질문있습니다.,17,N,2026.09.01.,5,"고용, 고용복지",,,현재 막 실업급여 수급자격을 인정받고 신청했는데 의료보험비 청구해서 돌려받는것과 실업급여 충돌은 없는건가요? 실업급여받는것과 의료보험 받는것 별개인가요? 아니면...,종합도우미(boy8****),https://kin.naver.com/qna/detail.naver?dirId=60804&docId=494979844&answerNo=2&qb=7Iuk7JeF6riJ7Jes,"실업급여와, 보험비, 질문있습니다"
271,자발적 퇴사 실업급여 받을 수 있나요?,21,N,2026.09.01.,5,"고용, 고용복지",,,"이런 경우 실업급여를 받을 수 있도록 처리해달라고 요청하면 회사에서 해줄 수 있을까요? 또한 회사에서 그렇게 처리해준다고 하더라도, 실제로는 자발적 퇴사이기 때문에...",갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=60804&docId=494980347&answerNo=5&qb=7Iuk7JeF6riJ7Jes,받을
272,실업급여 수급여부?,10,N,2026.09.01.,5,고용보험,실업급여,,지난 26년 1월에 계약만료로 퇴사하여 실업급여를 신청했습니다. 26년 2월부터 9월까지 수급 기간(7개월)이었고26년 3월부터 취업을 하게되어 취업신고를 하고 26년 8월까지...,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494985717&answerNo=5&qb=7Iuk7JeF6riJ7Jes,수급여부
273,실업급여 관련입니다.,11,N,2026.09.01.,5,고용보험,,,이러한 상황이라 실업급여를 언제 신청해야 받을 수 있을까요? 바로 신청하면 그 뒤 한달 일 한것이 취직한 걸로 되서 취소 되는데 그 후 다시 신청해도 금액이 같게...,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494987504&answerNo=5&qb=7Iuk7JeF6riJ7Jes,관련입니다
274,올리브영 폐점,7,N,2026.09.02.,5,고용보험,,,올리브영에서 일하는데 폐점하면 실업급여 받을 수 있나요 ?? 1년이상 했으면 가능합니다.,15살인어공주(sksk****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=495002118&answerNo=2&qb=7Iuk7JeF6riJ7Jes,"올리브영, 폐점"
275,실업 급여,5,N,2025.09.09.,4,고용보험,"실업급여, 실업급여조건",,제가 실업급여를 신청하여 16일에 교육을 들으러 가는데 다음날 바로 지급이 된다하더라고요 1.첫번째 지급은 8일치 급여만 입금이되나요 ? 2. 받는 금액은 어느정도...,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=488689193&answerNo=3&qb=7Iuk7JeF6riJ7Jes,
276,실업 급여,5,N,2025.09.29.,4,고용보험,,,실업급여 2번째 받는데 고용노동부 안가도되는건가요? 전송했어요 인터넷 전송하시거나 센터 방문시 시간 엄수하여 방문하라는 안내 문자 내용대로 센터 방문하지 아니하고...,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=489182142&answerNo=3&qb=7Iuk7JeF6riJ7Jes,
277,실업급여신청,6,N,2025.12.09.,4,고용보험,,,12월말이면계약만료입니다 실업급여신청은언제해야하나요 귀하가 계약만료로 퇴사 시점부터 12개월내 할수 있읍니다,산야로(hans****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=490672493&answerNo=1&qb=7Iuk7JeF6riJ7Jes,
278,실업급여 신청기간,9,N,2025.12.15.,4,고용보험,,,직장을 8월에 퇴사했는데 지금 신청 가능한가요? 네 신청조건에 해당되면 가능해요,푸른바다(pref****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=490787127&answerNo=5&qb=7Iuk7JeF6riJ7Jes,
279,실업급여 신청 전,9,N,2025.12.16.,4,고용보험,,,실업급여 아직 신청 전인데 혹시 3일 알바 해도 되나요? 네 신청전에는 괜찮습니다,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=490808111&answerNo=3&qb=7Iuk7JeF6riJ7Jes,
280,4시간 계약직도 실업급여,13,N,2025.12.29.,4,고용안정,,,대상인가요?? 그럼요 8개월 정도 일하면 대상자입니다,메치니코프(psyg****),https://kin.naver.com/qna/detail.naver?dirId=6080401&docId=491048331&answerNo=1&qb=7Iuk7JeF6riJ7Jes,"4시간, 계약직도"
281,실업급여 신청안되겠죠? ( 이직확인서 사유 ),25,N,2026.01.12.,4,고용보험,"실업급여, 실업급여조건, 실업급여신청자격, 이직확인서",,"이게 자진퇴사인거죠..? ㅠㅠ 네, 자발적퇴사에 해당합니다.",종합도우미(boy8****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=491302891&answerNo=1&qb=7Iuk7JeF6riJ7Jes,신청안되겠죠
282,실업급여 신청,7,N,2026.02.10.,4,고용보험,,,실업급여 수급자 자격 신청서 처리완료라 떳는데 수급자격 인정된건가여 ??? 인정된게 아니고 신청건을 처리했다는 것이니 심사 결과를 기다리셔야 합니다.,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=491893391&answerNo=3&qb=7Iuk7JeF6riJ7Jes,
283,실업급여받을수있나요,10,N,2026.03.19.,4,고용보험,"검색질문, 통합검색궁금증, 통합검색질문하기",,60년3월생이며2025년3월에입사했는데실업급여를받을수있나요 간당간당 합니다.,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=492551417&answerNo=2&qb=7Iuk7JeF6riJ7Jes,실업급여받을수있나요
284,실업급여!!,6,N,2026.04.07.,4,고용보험,,,제가 지금 실업급여를 받고 있습니다 근데 예전에 지인 한테 빌려준 돈을 받아도 되나요??? 가능합니다~^^~,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=492840999&answerNo=4&qb=7Iuk7JeF6riJ7Jes,
285,실업급여신청,6,N,2026.04.14.,4,고용보험,,,9년근무하고 퇴사하면실업급여가몇개월나오나요 50세미만이시면 210일 50세이상은 240일 동안 실업급여 수급할수 있습니다~,가물치(h292****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=492962078&answerNo=1&qb=7Iuk7JeF6riJ7Jes,
286,실업급여 받을수있을까요,12,N,2026.04.17.,4,고용보험,"검색질문, 통합검색궁금증, 통합검색질문하기",,실업급여임플란트을해야해서부득이하개 회사를구만두여하는데 받울수있나요 휼륭한 사유입니다...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=493005809&answerNo=3&qb=7Iuk7JeF6riJ7Jes,받을수있을까요
287,실업급여 입사지원 문의!,13,N,2026.05.29.,4,고용보험,,,사람인에서 구직활동했는데 저는 3년제 대학을 나왔는데 대학 4년제 이상 지원인곳에 지원하면 인정 안되나요? 아니요 상관없어요,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=493609332&answerNo=1&qb=7Iuk7JeF6riJ7Jes,입사지원
288,실업급여 고용센터,9,N,2026.06.11.,4,고용보험,,,"온라인교육 이수하고 이직확인서 처리되면 고용센터로 방문하면 되나요? 신분증, 통장사본 지참 해서 가면 됩니다",신천옹(cjro****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=493795289&answerNo=1&qb=7Iuk7JeF6riJ7Jes,고용센터
289,실업급여 돈,6,N,2026.06.11.,4,고용보험,,,"제가 실업급여를 받게 되었는데, 평균 급여가 62,000원 정도이고 구직급여가 41,000정도로 나와있는데 원래 이런건가요? 이게 무슨상황인지 이해가 안가는대요",메치니코프(psyg****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=493801420&answerNo=1&qb=7Iuk7JeF6riJ7Jes,
290,"실업급여 부정수급 신고, 어떻게 하면 될까요",24,Y,2026.08.18.,4,"민원, 행정","오늘숏텐츠, 민원정책, 실업급여, 부정수급신고, 포상금, 고용보험",,"최근에 뉴스에서 실업급여 부정수급 신고하면 포상금도 준다고 하던데, 혹시 주변에 의심되는 사례 보신 적 있으신가요? 만약 신고하게 된다면 절차가 복잡하진 않은지, 그리고...",,https://kin.naver.com/qna/detail.naver?dirId=601&docId=493863127&answerNo=4&qb=7Iuk7JeF6riJ7Jes,하면
291,자발적퇴사 실업급여,10,N,2026.08.20.,4,고용보험,,,"경우 실업급여를 받을 수 있을까요? 원칙적으로 자발적 퇴사는 실업급여 수급이 안 되는데, 근로조건 위반 같은 법정 정당사유에 해당하면 예외적으로 인정받을 수 있거든요....",,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=493981423&answerNo=5&qb=7Iuk7JeF6riJ7Jes,
292,실업급여 부정수급,9,N,2026.06.24.,4,고용보험,"실업급여, 부정수급",,실업급여 기간에 2일 일했는데 까먹고 신고를 못했다가 오늘 연락이와서 고용24에 자진신고 했는데요 반환액이 그달 받았던 1달치 반환하나요 2일치 반환 하나요?? 해당 회차...,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494010650&answerNo=3&qb=7Iuk7JeF6riJ7Jes,
293,실업급여 신청 전 단기알바,14,N,2026.08.28.,4,"고용, 노동",,,이직확인서가 처리가 안 돼서 실업급여는 신청 안 했고 10일 동안 총 90시간 일 했습니다. 단기알바 끝나고 이직확인서가 처리 되어서 실업급여 신청하려고 하는데 받을 수...,퇴근후라이프(gdor****),https://kin.naver.com/qna/detail.naver?dirId=608&docId=494073462&answerNo=3&qb=7Iuk7JeF6riJ7Jes,
